UTC Time at End of Hour,Demand (MW),Net Generation (MW)
2016-09-19,901780.0,868610.0
2016-09-20,919186.0,926392.0
2016-09-21,941789.0,992628.0
2016-09-22,911356.0,962750.0
2016-09-23,887993.0,960775.0
2016-09-24,841651.0,918118.0
2016-09-25,809248.0,860007.0
2016-09-26,870873.0,917362.0
2016-09-27,903640.0,973692.0
2016-09-28,905619.0,970568.0
2016-09-29,912431.0,977619.0
2016-09-30,910939.0,983579.0
2016-10-01,861190.0,916515.0
2016-10-02,840132.0,867419.0
2016-10-03,876950.0,932049.0
2016-10-04,877691.0,916485.0
2016-10-05,879419.0,904163.0
2016-10-06,878630.0,904490.0
2016-10-07,882260.0,918560.0
2016-10-08,836949.0,883109.0
2016-10-09,819549.0,870315.0
2016-10-10,876967.0,919168.0
2016-10-11,912382.0,934949.0
2016-10-12,910006.0,929070.0
2016-10-13,1210514.72,3570792.0
2016-10-14,907779.0,971339.0
2016-10-15,869553.0,909369.0
2016-10-16,845025.0,904682.0
2016-10-17,889539.0,939047.0
2016-10-18,895526.0,941748.0
2016-10-19,903939.0,945992.0
2016-10-20,898695.0,937990.0
2016-10-21,886069.0,934195.0
2016-10-22,844208.0,887828.0
2016-10-23,825024.0,886086.0
2016-10-24,879982.0,939409.0
2016-10-25,893398.0,940594.0
2016-10-26,892356.0,938596.0
2016-10-27,898771.0,991555.0
2016-10-28,883861.0,992936.0
2016-10-29,843239.0,951955.0
2016-10-30,838135.0,951564.0
2016-10-31,879026.0,1023645.0
2016-11-01,886097.0,1023132.0
2016-11-02,898209.0,1061730.0
2016-11-03,891597.0,1046198.0
2016-11-04,891827.0,1032627.0
2016-11-05,854517.0,996660.0
2016-11-06,835318.0,977829.0
2016-11-07,877108.0,1025939.0
2016-11-08,882367.0,945738.0
2016-11-09,872137.0,972580.0
2016-11-10,878540.0,1026110.0
2016-11-11,910706.0,1054334.0
2016-11-12,848083.0,994618.0
2016-11-13,838044.0,976021.0
2016-11-14,884441.0,1026694.0
2016-11-15,1210514.72,4378881.0
2016-11-16,39980.0,46866.0
2016-11-17,587305.0,660019.0
2016-11-18,987183.0,1110720.0
2016-11-19,940089.0,953752.0
2016-11-20,889198.0,944302.0
2016-11-21,931399.0,1048969.0
2016-11-22,1027853.0,1145195.0
2016-11-23,968019.0,1087064.0
2016-11-24,944204.0,1071300.0
2016-11-25,890359.0,1020283.0
2016-11-26,899030.0,1032988.0
2016-11-27,915437.0,1059115.0
2016-11-28,980767.0,1135873.0
